Algorithm, Msg size, Key size, real, user, sys
sm4-cfb, 100M, 100M, 1.14, 0.98, 0.11
sm4-ctr, 100M, 1b, 1.21, 0.98, 0.17
sm4-ctr, 100M, 1K, 1.15, 0.99, 0.12
sm4-ctr, 100M, 1M, 1.14, 0.96, 0.15
sm4-ctr, 100M, 10M, 1.22, 1.05, 0.13
sm4-ctr, 100M, 100M, 1.26, 1.03, 0.18
sm4-ecb, 100M, 1b, 1.15, 0.94, 0.16
sm4-ecb, 100M, 1K, 1.12, 0.92, 0.17
sm4-ecb, 100M, 1M, 1.11, 0.95, 0.11
sm4-ecb, 100M, 10M, 1.08, 0.89, 0.15
sm4-ecb, 100M, 100M, 1.15, 0.90, 0.20
sm4-ofb, 100M, 1b, 1.20, 0.97, 0.18
sm4-ofb, 100M, 1K, 1.14, 0.93, 0.17
sm4-ofb, 100M, 1M, 1.17, 1.00, 0.12
sm4-ofb, 100M, 10M, 1.16, 0.98, 0.13
sm4-ofb, 100M, 100M, 1.19, 1.00, 0.15
